rank,accuracy,error,level,folds,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,iteration
0.832833333333333,0.12666666666666668,0.22631111111111102,0,0,1.0,,,,,,,,,,,10
0.832833333333333,0.12666666666666668,0.22631111111111102,1,0,1.0,0.0,,,,,,,,,,10
0.832833333333333,0.12666666666666668,0.22631111111111102,2,0,1.0,0.0,0.0,,,,,,,,,10
0.832833333333333,0.12666666666666668,0.22631111111111102,3,0,1.0,0.0,0.0,0.0,,,,,,,,10
0.832833333333333,0.12666666666666668,0.22631111111111102,4,0,1.0,0.0,0.0,0.0,0.0,,,,,,,10
0.832833333333333,0.12666666666666668,0.22631111111111102,5,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,10
0.832833333333333,0.12666666666666668,0.22631111111111102,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10
0.832833333333333,0.12666666666666668,0.22631111111111102,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10
0.832833333333333,0.12666666666666668,0.22631111111111102,8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10
0.832833333333333,0.12666666666666668,0.22631111111111102,9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10
0.8660777777777787,0.13,0.11872222222222213,10,0,0.12199967784628754,0.14195513842662716,5.891331304632516e-14,0.19703500831844303,0.1689290382806151,0.061539335120840394,0.29986995999375843,0.003845576531055012,0.001035523597084657,0.0037907418979368367,2.387733841518449e-13,10
0.835466666666667,0.09,0.2432777777777776,0,1,1.0,,,,,,,,,,,10
0.8338555555555562,0.1,0.21992222222222205,1,1,0.8813334207793878,0.1186665792206122,,,,,,,,,,10
0.8338555555555562,0.1,0.21992222222222205,2,1,0.8813334207793878,0.1186665792206122,0.0,,,,,,,,,10
0.8338555555555562,0.1,0.21992222222222205,3,1,0.8813334207793878,0.1186665792206122,0.0,0.0,,,,,,,,10
0.7951777777777778,0.1,0.1236666666666666,4,1,0.3081845317787557,0.08894455913173681,9.308913856629782e-18,0.09226596927440978,0.5106049398150978,,,,,,,10
0.851644444444445,0.13,0.11744444444444445,5,1,0.6259202569167981,0.038235206617669354,2.4071082624513156e-17,0.057491714916916924,0.25846425263442785,0.019888568914199555,,,,,,10
0.851644444444445,0.13,0.11744444444444445,6,1,0.6259202569167981,0.038235206617669354,2.4071082624513156e-17,0.057491714916916924,0.25846425263442785,0.019888568914199555,0.0,,,,,10
0.9201888888888891,0.16,0.08963333333333347,7,1,0.511645483634336,0.009185231730801359,1.0207251351785795e-16,0.07476278494100463,0.09246043814865916,0.06836430035743575,0.24358176118777997,4.782068061758135e-18,,,,10
0.9201888888888891,0.16,0.08963333333333347,8,1,0.511645483634336,0.009185231730801359,1.0207251351785795e-16,0.07476278494100463,0.09246043814865916,0.06836430035743575,0.24358176118777997,4.782068061758135e-18,0.0,,,10
0.9201888888888891,0.16,0.08963333333333347,9,1,0.511645483634336,0.009185231730801359,1.0207251351785795e-16,0.07476278494100463,0.09246043814865916,0.06836430035743575,0.24358176118777997,4.782068061758135e-18,0.0,0.0,,10
0.9201888888888891,0.16,0.08963333333333347,10,1,0.511645483634336,0.009185231730801359,1.0207251351785795e-16,0.07476278494100463,0.09246043814865916,0.06836430035743575,0.24358176118777997,4.782068061758135e-18,0.0,0.0,0.0,10
