rank,accuracy,error,level,folds,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,iteration,reps_arg
0.9627888888888898,0.29,0.07223333333333343,0,0,1.0,,,,,,,,,,,1,10
0.9630777777777788,0.29,0.070188888888889,1,0,0.9928983208806866,0.007101679119313806,,,,,,,,,,1,10
0.9630777777777788,0.29,0.070188888888889,2,0,0.9928983208806866,0.007101679119313806,0.0,,,,,,,,,1,10
0.9630777777777788,0.29,0.070188888888889,3,0,0.9928983208806866,0.007101679119313806,0.0,0.0,,,,,,,,1,10
0.9630777777777788,0.29,0.070188888888889,4,0,0.9928983208806866,0.007101679119313806,0.0,0.0,0.0,,,,,,,1,10
0.9630777777777788,0.29,0.070188888888889,5,0,0.9928983208806866,0.007101679119313806,0.0,0.0,0.0,0.0,,,,,,1,10
0.9630777777777788,0.29,0.070188888888889,6,0,0.9928983208806866,0.007101679119313806,0.0,0.0,0.0,0.0,0.0,,,,,1,10
0.9639333333333345,0.2966666666666667,0.06161111111111115,7,0,0.6937923370105303,0.06074359206647812,1.9349290939983452e-18,0.03530178949821175,0.005670858773173437,0.02852346970932688,0.006322621787148666,0.1696453311551309,,,,1,10
0.9639333333333345,0.2966666666666667,0.06161111111111115,8,0,0.6937923370105303,0.06074359206647812,1.9349290939983452e-18,0.03530178949821175,0.005670858773173437,0.02852346970932688,0.006322621787148666,0.1696453311551309,0.0,,,1,10
0.9639333333333345,0.2966666666666667,0.06161111111111115,9,0,0.6937923370105303,0.06074359206647812,1.9349290939983452e-18,0.03530178949821175,0.005670858773173437,0.02852346970932688,0.006322621787148666,0.1696453311551309,0.0,0.0,,1,10
0.9639333333333345,0.2966666666666667,0.06161111111111115,10,0,0.6937923370105303,0.06074359206647812,1.9349290939983452e-18,0.03530178949821175,0.005670858773173437,0.02852346970932688,0.006322621787148666,0.1696453311551309,0.0,0.0,0.0,1,10
0.9643666666666684,0.31666666666666665,0.085777777777778,0,1,1.0,,,,,,,,,,,1,10
0.9653555555555567,0.32,0.07875555555555572,1,1,0.907873375648525,0.09212662435147498,,,,,,,,,,1,10
0.9653555555555567,0.32,0.07875555555555572,2,1,0.907873375648525,0.09212662435147498,0.0,,,,,,,,,1,10
0.9653555555555567,0.32,0.07875555555555572,3,1,0.907873375648525,0.09212662435147498,0.0,0.0,,,,,,,,1,10
0.9653555555555567,0.32,0.07875555555555572,4,1,0.907873375648525,0.09212662435147498,0.0,0.0,0.0,,,,,,,1,10
0.9653555555555567,0.32,0.07875555555555572,5,1,0.907873375648525,0.09212662435147498,0.0,0.0,0.0,0.0,,,,,,1,10
0.9653555555555567,0.32,0.07875555555555572,6,1,0.907873375648525,0.09212662435147498,0.0,0.0,0.0,0.0,0.0,,,,,1,10
0.9653555555555567,0.32,0.07875555555555572,7,1,0.907873375648525,0.09212662435147498,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,10
0.9653555555555567,0.32,0.07875555555555572,8,1,0.907873375648525,0.09212662435147498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,10
0.9653555555555567,0.32,0.07875555555555572,9,1,0.907873375648525,0.09212662435147498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,10
0.9653555555555567,0.32,0.07875555555555572,10,1,0.907873375648525,0.09212662435147498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10
