rank,accuracy,error,level,folds,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,iteration,reps_arg
0.9686666666666679,0.25333333333333335,0.08415555555555575,0,0,1.0,,,,,,,,,,,1,10
0.9686666666666679,0.25333333333333335,0.08415555555555575,1,0,0.34833192954393166,0.6516680704560683,,,,,,,,,,1,10
0.9686666666666679,0.25333333333333335,0.08415555555555575,2,0,0.46734929668621383,0.4798411930101355,0.052809510303650664,,,,,,,,,1,10
0.9686666666666679,0.25333333333333335,0.08415555555555575,3,0,0.04697211121950984,0.6292238342736441,0.04827711281950764,0.2755269416873384,,,,,,,,1,10
0.9686666666666679,0.25333333333333335,0.08415555555555575,4,0,0.35744443865451625,0.030943992308537283,0.02029388437868096,0.40340965968024356,0.18790802497802195,,,,,,,1,10
0.9686666666666679,0.25333333333333335,0.08415555555555575,5,0,0.006938071175331628,0.41512945250400424,0.04870112053689957,0.1984747685370768,0.07423512232244511,0.25652146492424266,,,,,,1,10
0.9686666666666679,0.25333333333333335,0.08415555555555575,6,0,0.1303284133114535,0.09804635046370458,0.036009476089132075,0.14578621023768934,0.08449374734284076,0.14997873831513364,0.3553570642400461,,,,,1,10
0.9686666666666679,0.25333333333333335,0.08415555555555575,7,0,0.12099109813309938,0.22237736616086112,0.059474511983383715,0.16807383655138386,0.07603593545506848,0.08134786084268131,0.06799980961093033,0.2036995812625918,,,,1,10
0.9686666666666679,0.25333333333333335,0.08415555555555575,8,0,0.04960334945152922,0.1277127105087712,0.01624261337614763,0.16359452474699787,0.29972397794632233,0.0009198058661337161,0.007557638841310332,0.18262918445727472,0.15201619480551298,,,1,10
0.9686666666666679,0.25333333333333335,0.08415555555555575,9,0,0.06360761141856086,0.02221282116873957,0.003464225833892942,0.03395282997494309,0.04314990960776999,0.2897265508738155,0.11209778385067848,0.11327188038249458,0.13975012738413628,0.17876625950496872,,1,10
0.9686666666666679,0.25333333333333335,0.08415555555555575,10,0,0.24465801518342656,0.039443942794845754,0.02702145067669881,0.020597374179159633,0.16582047827660706,0.011002839734240988,0.2159260629126969,0.07131398510237952,0.14883846606061446,0.007196581876564134,0.04818080320276619,1,10
0.9671777777777796,0.25,0.11022222222222228,0,1,1.0,,,,,,,,,,,1,10
0.9671777777777796,0.25,0.11022222222222228,1,1,0.9078579677836446,0.09214203221635542,,,,,,,,,,1,10
0.9671777777777796,0.25,0.11022222222222228,2,1,0.9078579677836446,0.09214203221635542,0.0,,,,,,,,,1,10
0.9671777777777796,0.25,0.11022222222222228,3,1,0.9078579677836446,0.09214203221635542,0.0,0.0,,,,,,,,1,10
0.9671777777777796,0.25,0.11022222222222228,4,1,0.9078579677836446,0.09214203221635542,0.0,0.0,0.0,,,,,,,1,10
0.9671777777777796,0.25,0.11022222222222228,5,1,0.9078579677836446,0.09214203221635542,0.0,0.0,0.0,0.0,,,,,,1,10
0.9671777777777796,0.25,0.11022222222222228,6,1,0.5784462632359205,0.018997148818024896,0.0,0.01840971477002617,0.16647302082522233,8.326672684688674e-17,0.21767385235080677,,,,,1,10
0.9671777777777796,0.25,0.11022222222222228,7,1,0.5784462632359205,0.018997148818024896,0.0,0.01840971477002617,0.16647302082522233,8.326672684688674e-17,0.21767385235080677,0.0,,,,1,10
0.9671777777777796,0.25,0.11022222222222228,8,1,0.5784462632359205,0.018997148818024896,0.0,0.01840971477002617,0.16647302082522233,8.326672684688674e-17,0.21767385235080677,0.0,0.0,,,1,10
0.9671777777777796,0.25,0.11022222222222228,9,1,0.5784462632359205,0.018997148818024896,0.0,0.01840971477002617,0.16647302082522233,8.326672684688674e-17,0.21767385235080677,0.0,0.0,0.0,,1,10
0.9671777777777796,0.25,0.11022222222222228,10,1,0.5784462632359205,0.018997148818024896,0.0,0.01840971477002617,0.16647302082522233,8.326672684688674e-17,0.21767385235080677,0.0,0.0,0.0,0.0,1,10
