rank,accuracy,error,level,folds,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,iteration
0.6056562499999998,0.015,0.28868749999999993,0,0,1.0,,,,,,,,,,,10
0.6056562499999998,0.015,0.28868749999999993,1,0,1.0,0.0,,,,,,,,,,10
0.6091124999999998,0.015,0.28810625,2,0,0.9695656297506701,0.030434370249330663,0.0,,,,,,,,,10
0.6091124999999998,0.015,0.28810625,3,0,0.9695656297506701,0.030434370249330663,0.0,0.0,,,,,,,,10
0.6091124999999998,0.015,0.28810625,4,0,0.9695656297506701,0.030434370249330663,0.0,0.0,0.0,,,,,,,10
0.8467500000000004,0.0225,0.10775625000000004,5,0,0.0008767454973646171,0.34769427882000753,8.84412832457754e-06,3.3038443191901866e-12,0.0002627294395878787,0.6511574021114115,,,,,,10
0.845775,0.065,0.09215625000000019,6,0,1.0490519031800998e-17,0.13012681169688753,8.68474158351067e-18,1.946981420384465e-17,7.37912092870394e-22,0.7519748056225001,0.11789838268061241,,,,,10
0.845775,0.065,0.09215625000000019,7,0,1.0490519031800998e-17,0.13012681169688753,8.68474158351067e-18,1.946981420384465e-17,7.37912092870394e-22,0.7519748056225001,0.11789838268061241,0.0,,,,10
0.845775,0.065,0.09215625000000019,8,0,1.0490519031800998e-17,0.13012681169688753,8.68474158351067e-18,1.946981420384465e-17,7.37912092870394e-22,0.7519748056225001,0.11789838268061241,0.0,0.0,,,10
0.845775,0.065,0.09215625000000019,9,0,1.0490519031800998e-17,0.13012681169688753,8.68474158351067e-18,1.946981420384465e-17,7.37912092870394e-22,0.7519748056225001,0.11789838268061241,0.0,0.0,0.0,,10
0.845775,0.065,0.09215625000000019,10,0,1.0490519031800998e-17,0.13012681169688753,8.68474158351067e-18,1.946981420384465e-17,7.37912092870394e-22,0.7519748056225001,0.11789838268061241,0.0,0.0,0.0,0.0,10
0.6054625000000002,0.0125,0.2875000000000001,0,1,1.0,,,,,,,,,,,10
0.6054625000000002,0.0125,0.2875000000000001,1,1,1.0,0.0,,,,,,,,,,10
0.6054625000000002,0.0125,0.2875000000000001,2,1,1.0,0.0,0.0,,,,,,,,,10
0.5883937500000003,0.0175,0.23120000000000002,3,1,0.6144522850849323,0.38554771491505896,1.1020726891597624e-15,7.548893141159662e-15,,,,,,,,10
0.5883937500000003,0.0175,0.23120000000000002,4,1,0.6144522850849323,0.38554771491505896,1.1020726891597624e-15,7.548893141159662e-15,0.0,,,,,,,10
0.8595812500000011,0.025,0.0968562500000001,5,1,0.05688976489214503,0.2907135084560799,1.3160005948949262e-21,2.53373819244848e-16,1.1515005205330606e-21,0.6523967266517761,,,,,,10
0.8481812500000013,0.04,0.08899375000000016,6,1,0.10275292562767953,0.013630380884775112,7.925115305631006e-17,0.012577922142358972,0.17039937131816094,0.2870760370194295,0.41356336300759566,,,,,10
0.8481812500000013,0.04,0.08899375000000016,7,1,0.10275292562767953,0.013630380884775112,7.925115305631006e-17,0.012577922142358972,0.17039937131816094,0.2870760370194295,0.41356336300759566,0.0,,,,10
0.8481812500000013,0.04,0.08899375000000016,8,1,0.10275292562767953,0.013630380884775112,7.925115305631006e-17,0.012577922142358972,0.17039937131816094,0.2870760370194295,0.41356336300759566,0.0,0.0,,,10
0.8481812500000013,0.04,0.08899375000000016,9,1,0.10275292562767953,0.013630380884775112,7.925115305631006e-17,0.012577922142358972,0.17039937131816094,0.2870760370194295,0.41356336300759566,0.0,0.0,0.0,,10
0.8481812500000013,0.04,0.08899375000000016,10,1,0.10275292562767953,0.013630380884775112,7.925115305631006e-17,0.012577922142358972,0.17039937131816094,0.2870760370194295,0.41356336300759566,0.0,0.0,0.0,0.0,10
