rank,accuracy,error,level,folds,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,iteration
0.91381920415225,0.15808823529411764,0.18476967993079557,0,0,1.0,,,,,,,,,,,10
0.37321583044982687,0.003676470588235294,0.5357780060553636,1,0,0.49290280498213296,0.5070971950178671,,,,,,,,,,10
0.9355266003460216,0.16176470588235295,0.04667225346020767,2,0,0.5998712591565507,0.022777395508576194,0.37735134533487324,,,,,,,,,10
0.933891111591696,0.16176470588235295,0.04786169982698969,3,0,0.48288583939440743,0.0006353213831866523,0.3772029233343346,0.13927591588807395,,,,,,,,10
0.9305660683391012,0.14705882352941177,0.04322556228373708,4,0,0.48897472766543143,0.00011394196952392593,0.3530720761285575,0.06566539649019935,0.09217385774628782,,,,,,,10
0.9473940311418694,0.19852941176470587,0.03038494809688587,5,0,0.43726143874486056,1.1786450044250596e-19,0.14381609914579307,0.0010257044694549113,0.2334769214393919,0.18441983620049973,,,,,,10
0.8139192257785466,0.01838235294117647,0.06076989619377165,6,0,1.2332448899714915e-06,0.0664734756063117,0.4927140774009638,0.004213172053910721,0.2800216221418308,0.0645058282108377,0.09207059134125525,,,,,10
0.9451097534602086,0.1801470588235294,0.032588127162629814,7,0,0.4151354075978373,2.2748255911909724e-07,0.19596427061265825,0.0,0.19368715817127743,0.1952129361356681,0.0,1.100347281300318e-20,,,,10
0.9257677335640143,0.18382352941176472,0.022910358996539842,8,0,0.3165972555735261,0.04742643384088412,0.007923734543390987,0.00244177376162116,0.21386200629801452,0.0743568062935499,1.5837267127199285e-17,0.0006342513291344326,0.3367577383598787,,,10
0.9033845155709349,0.07720588235294118,0.05176794982698967,9,0,0.10099650765708829,0.0978523194968469,0.10070182277249566,0.09785231949684679,0.10199922495318815,0.09824940579141629,0.10094687093320268,0.10076033732387028,0.10278887207819819,0.09785231949684682,,10
0.9283223399653985,0.17647058823529413,0.02124783737024226,10,0,0.2627318234803625,0.017318227713789235,0.0490794383539041,0.026630808493703337,0.13461237988860728,0.10250943480229467,6.842755691559495e-18,0.016337426832832354,0.34420430225913506,0.03938399558801498,0.0071921625873565456,10
0.9188202854671286,0.15441176470588236,0.18625648788927307,0,1,1.0,,,,,,,,,,,10
0.29468533737024194,0.0,0.5056093209342564,1,1,0.1441423030569097,0.8558576969430903,,,,,,,,,,10
0.9302011245674748,0.15441176470588236,0.05130839100346026,2,1,0.5240566448553527,0.08266620814753683,0.39327714699711036,,,,,,,,,10
0.8508596453287198,0.051470588235294115,0.07000162197231842,3,1,0.1202625109614057,0.12906294067298782,0.6630634026167523,0.08761114574885422,,,,,,,,10
0.9334045198961949,0.15808823529411764,0.04764543685121111,4,1,0.44180521727084093,0.14247671549522387,0.24019211881938143,0.0005643118263221889,0.1749616365882315,,,,,,,10
0.9067771410034607,0.09926470588235294,0.046104563148788996,5,1,0.22630707907049052,0.0732554942592167,0.20240034502730106,0.13014038601579825,0.3108321129971057,0.05706458263008754,,,,,,10
0.9344182525951567,0.18382352941176472,0.040089749134948165,6,1,0.41179078416918735,0.08325062708213639,0.22410200411611975,0.001860646146743409,0.22090411959955683,0.05809181888625647,0.0,,,,,10
0.9498269896193774,0.19852941176470587,0.0383190960207613,7,1,0.430951521875439,0.02934668200125809,0.11393621698277391,0.1702062290869182,0.10353851269318948,0.03130960612075674,0.045421329504923405,0.07528990173474677,,,,10
0.9418522923875436,0.18382352941176472,0.02718155276816615,8,1,0.4571817687364436,0.027144654266961447,0.07047774079920253,0.04702821036475522,0.013272444338318456,0.05501240333703851,0.011093054309955048,0.051610460888485865,0.26717926295883937,,,10
0.9119944852941185,0.11397058823529412,0.03529141435986164,9,1,0.17016216185131075,0.0,1.318339079599338e-16,0.14669968694328567,0.07707055472192623,0.08854491874098183,0.12139497943489261,0.12853385804248824,0.17132988694951817,0.09626395331559598,,10
0.9109131704152255,0.15441176470588236,0.027857374567474093,10,1,0.32030008704652996,0.05041760702331018,0.1121860010787837,0.061523759552427774,2.9147032071562904e-06,0.03616454610268623,0.0014585633919584537,0.028735581420510085,0.3892092571497127,1.682530873649082e-06,1.4602618657336246e-21,10
