,rank,accuracy,error,level,folds,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,iteration
0,0.9704888888888907,0.2633333333333333,0.06091111111111117,0,0,1.0,,,,,,,,,,,10
0,0.9704888888888907,0.2633333333333333,0.06091111111111117,1,0,0.9999984301950564,1.569804943630369e-06,,,,,,,,,,10
0,0.9685111111111127,0.25333333333333335,0.05964444444444449,2,0,0.6943742738432784,0.15708357833482262,0.14854214782189942,,,,,,,,,10
0,0.9701888888888904,0.27,0.05811111111111115,3,0,0.9252402583482023,0.037677643346492054,0.037082098305305455,2.6082189708820165e-17,,,,,,,,10
0,0.9689666666666684,0.25333333333333335,0.058955555555555615,4,0,0.6670273912844509,0.17137512257159476,1.3866942351680234e-16,5.547048077075449e-17,0.16159748614395394,,,,,,,10
0,0.9698444444444463,0.26666666666666666,0.058166666666666714,5,0,0.7394448334519883,0.03994637177830164,0.043106120859169095,3.0512232446623658e-21,0.08555375475092433,0.09194891915961664,,,,,,10
0,0.9700444444444465,0.2633333333333333,0.05633333333333339,6,0,0.8264280659932471,0.08417941564356062,0.06884274833268254,3.078027903122086e-17,0.01849259095869606,2.3366182258803374e-18,0.002057179071813592,,,,,10
0,0.969944444444446,0.2633333333333333,0.05820000000000005,7,0,0.8209990758729431,0.012009734426469305,1.1688830459470566e-21,1.34431004006418e-17,0.057791142144997455,0.044894213402711,0.06430583415287931,0.0,,,,10
0,0.9692777777777793,0.26666666666666666,0.05668888888888895,8,0,0.7987138925334553,0.043790100796165674,1.4025814408855293e-18,6.0706195105481145e-18,0.013651546149669553,0.1438444605207094,2.8037670052409677e-18,0.0,1.327736711816481e-17,,,10
0,0.9698000000000013,0.25333333333333335,0.056066666666666716,9,0,0.7732584682746699,0.00705401699845574,1.6477924634873643e-17,2.3073002834513495e-22,0.041133952250749534,0.06312596954991925,0.0821948484230622,2.7049847381767706e-17,0.03323274450314323,0.0,,10
0,0.9703000000000016,0.27,0.05404444444444446,10,0,0.7262276300229852,0.03552358178409086,0.05642261354860064,0.0,0.10041556812931472,0.016618389979599794,2.020387115231658e-06,5.649001726655265e-18,0.04574096680653298,2.5291477571984043e-06,0.019046700194003587,10
0,0.9686888888888905,0.31,0.061911111111111146,0,1,1.0,,,,,,,,,,,10
0,0.9686111111111124,0.2966666666666667,0.056088888888888896,1,1,0.9186801442591875,0.0813198557408125,,,,,,,,,,10
0,0.9685666666666681,0.30333333333333334,0.05831111111111112,2,1,0.9053659579230869,0.06726690621467817,0.027367135862235492,,,,,,,,,10
0,0.9677555555555567,0.31333333333333335,0.0584777777777778,3,1,0.8136785725584287,0.16183092707917718,0.024490500362393957,6.6615677896326e-17,,,,,,,,10
0,0.9681444444444458,0.31,0.054777777777777766,4,1,0.8238005096836638,0.13667548617217237,2.27933593735414e-08,6.244760568027697e-18,0.03952398135080438,,,,,,,10
0,0.9688222222222235,0.31,0.056488888888888894,5,1,0.844213397915563,0.07271821394521906,3.4686017151566176e-17,1.2143486950236148e-17,0.08306838813921785,3.4819141947093095e-18,,,,,,10
0,0.9676888888888897,0.31333333333333335,0.058077777777777784,6,1,0.7726361356926206,0.14547449871206894,0.05887067072969587,0.0028091160379789333,0.013424871875359607,0.006784706952276027,8.599405541175396e-18,,,,,10
0,0.9686111111111124,0.2966666666666667,0.056088888888888896,7,1,0.918656916777447,0.08134308322255278,5.464061311971722e-17,5.138114563538795e-17,6.355330554896378e-17,1.344497514759119e-16,3.434894625150539e-17,1.1773757966834775e-20,,,,10
0,0.9690111111111122,0.31,0.056388888888888905,8,1,0.8511106574795556,0.02693003325824379,6.945135702230777e-18,0.0,8.61407538506607e-09,1.9734694370899376e-17,1.7345892437547953e-18,1.3423222201178161e-22,0.12195930064812528,,,10
0,0.9688222222222233,0.31,0.056777777777777795,9,1,0.8114356178646287,0.033540996717906,3.4685350180124978e-18,0.025658106757891107,3.5910617134126935e-18,0.0,3.9045470181436785e-17,2.3051944361384765e-19,0.12936527865957403,1.285256898260998e-20,,10
0,0.9680555555555568,0.31333333333333335,0.055188888888888885,10,1,0.8416202753984724,0.14589797659091555,0.002269601066374613,0.0,0.005543611984544284,8.844843504696663e-17,0.0,2.2545679521775807e-17,0.003665999219784334,0.0010025357399087557,2.3413371586644365e-17,10
