rank,accuracy,error,level,folds,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,iteration
0.968977777777779,0.25,0.11621111111111113,0,0,1.0,,,,,,,,,,,10
0.968977777777779,0.25,0.11621111111111113,1,0,1.0,0.0,,,,,,,,,,10
0.977311111111113,0.26666666666666666,0.055066666666666785,2,0,0.902068900582935,2.0842025133803957e-09,0.09793109733286258,,,,,,,,,10
0.9773333333333352,0.26666666666666666,0.055066666666666785,3,0,0.9005269929474933,7.66681244404965e-14,0.09947300705241398,1.6131722226292727e-14,,,,,,,,10
0.5435666666666669,0.01,0.4873666666666668,4,0,0.2529418592967208,0.13513520332917095,0.06801032600571975,0.16605571871784636,0.3778568926505421,,,,,,,10
0.4187888888888888,0.0,0.4795333333333331,5,0,7.373094746645018e-22,0.33882037153087924,0.04015934029504675,0.4592738809482803,9.981088555797023e-08,0.16174630741490822,,,,,,10
0.9886333333333354,0.2966666666666667,0.00852222222222224,6,0,0.6536151116294188,0.0002604924596637956,0.14631973493754624,0.01246909789673452,0.0032393968726254076,0.0012516771619608563,0.1828790733224426,,,,,10
0.9884555555555575,0.28,0.009466666666666684,7,0,0.7093853293354291,1.565467232169686e-16,0.08587536425302791,0.02453784283580994,2.9134706394268314e-22,5.204097591164436e-18,0.1802014635757332,1.942313759617887e-21,,,,10
0.9871888888888909,0.3,0.0085888888888889,8,0,0.24875656213499478,1.1371471816916635e-05,0.2895111444424603,0.08622075780728432,0.000804792410359193,0.011853582582331011,0.03734996423435102,6.00747618682007e-18,0.3254918249164025,,,10
0.989100000000002,0.33,0.007955555555555572,9,0,0.4034050626654287,6.591591739194158e-17,0.2748175525740185,1.5074377495154224e-05,0.0,0.02623605868935401,1.4463867169924453e-15,0.0,0.2955262516937023,3.932164694800301e-20,,10
0.9911777777777799,0.30666666666666664,0.006311111111111123,10,0,0.36507242606934,1.0241477307699942e-07,0.246341321280803,0.015882455274608544,0.02515075131548376,8.392210669295247e-05,0.027534466755958355,4.18587299158513e-18,0.001744815008817182,0.05008798622390297,0.26810175354962035,10
0.9682666666666675,0.2733333333333333,0.10903333333333348,0,1,1.0,,,,,,,,,,,10
0.9682666666666675,0.2733333333333333,0.10903333333333348,1,1,1.0,0.0,,,,,,,,,,10
0.8868333333333339,0.14333333333333334,0.1207444444444443,2,1,0.26985193198049945,0.005911461402402079,0.7242366066170984,,,,,,,,,10
0.9687444444444463,0.25666666666666665,0.07671111111111123,3,1,0.8424676590650212,0.04067779092458473,0.11685455001039378,4.769932215337124e-16,,,,,,,,10
0.8863000000000005,0.16333333333333333,0.12236666666666639,4,1,0.3183448512976166,0.053926644865948656,0.5495511060038706,0.04698186420548571,0.031195533627079046,,,,,,,10
0.5933111111111109,0.02,0.49191111111111163,5,1,0.3132423221150061,0.0,0.0596194309718736,0.3536710883145491,0.20730880801817325,0.06615835058039812,,,,,,10
0.9899222222222241,0.2966666666666667,0.00905555555555557,6,1,0.6478842000816949,1.1232893661430365e-17,0.11292629812653944,0.024368630588398898,0.020585886945882436,1.2585441894219087e-17,0.19423498425748428,,,,,10
0.9899666666666685,0.29333333333333333,0.009511111111111126,7,1,0.7002706376273993,2.49031118938256e-17,0.08324636419688199,0.006706144515096822,1.0770839227985085e-14,1.4124203595419615e-17,0.2097768536606506,2.4979955047904235e-14,,,,10
0.9917888888888907,0.3433333333333333,0.0071111111111111245,8,1,0.515457162903969,0.0,0.17490536336055726,3.9005405873518406e-17,0.008592315088993005,3.1551629219212348e-22,3.1551629219212348e-22,1.8347230629067765e-17,0.3010451586464804,,,10
0.9915222222222243,0.34,0.007155555555555564,9,1,0.4654605156964961,3.514807980002573e-18,0.19854364089119322,2.2524872865438072e-17,2.061200055054981e-18,2.3426376043986976e-18,0.025588218778229616,7.699859843280443e-18,0.31040762463408095,0.0,,10
0.9926777777777795,0.33666666666666667,0.0055000000000000075,10,1,0.5631087424231114,0.0,0.08287774134755753,0.0039523284092778015,1.8976837849535823e-21,0.009376412265456309,0.11956458681130104,3.4684981100611377e-17,6.939842745799705e-18,4.986855572487082e-18,0.22112018874329606,10
